iteration,env_steps,reward_mean,reward_max,max_reward_std
0.0,2862.0,9.546550904957277,13.269924035188064,0.07142065930305722
1.0,6108.0,12.731633838745537,15.418393971515712,0.07495625173376082
2.0,9353.0,12.88087253865705,15.418393971515712,0.07495625173376082
3.0,12899.0,14.627507170744755,17.69175616146399,0.06973054645733351
4.0,16670.0,16.140816340821647,20.115095721823298,0.07599137684006253
5.0,20750.0,18.96005169998677,22.51679760271089,0.08784615765891607
6.0,25459.0,21.956967510842304,27.126240535699626,0.18439641077287233
7.0,30477.0,24.164170866430297,29.115384066935672,0.3282307368874768
8.0,35747.0,23.64402151596506,33.28495816684773,0.10538650017345504
9.0,41560.0,26.151462614221053,36.86973424343321,0.12403621630858294
10.0,47466.0,28.658646629418072,40.5820577165567,0.14472519832963932
11.0,53984.0,29.030645896859586,44.57927615169108,0.11142056132765123
12.0,60759.0,31.77627089773891,50.703510075163535,0.19968814870439325
13.0,67880.0,33.277956950716685,57.0654910607434,0.1967512776491334
14.0,75636.0,36.76965970558726,63.101686627849354,0.18039064047867578
15.0,83948.0,42.06885004416283,69.25721996190504,0.5615905918763385
16.0,92681.0,46.36069458384889,77.47652393362797,0.27664055105734586
17.0,101246.0,45.018801109605775,88.94963736981025,0.283290631213008
18.0,109933.0,43.899558602909075,98.50410945163878,0.24393044943578476
19.0,119908.0,50.798929403535986,109.09234828679836,0.18181719249844916
20.0,130447.0,54.50569332906967,122.1665019919893,0.20306258751548587
21.0,141666.0,56.9959270093352,137.22197979113324,0.10551680224215727
22.0,153976.0,65.16365627866509,158.55178521890494,0.18533657142731486
23.0,168439.0,80.58494501661349,180.39377339397592,0.0828901833729937
24.0,180099.0,67.88191868000021,202.5828194603154,0.27783141771595504
25.0,194003.0,76.64970866618667,218.01907390125584,1.120374937040908
26.0,210093.0,90.99568616844081,218.01907390125584,1.120374937040908
27.0,227237.0,94.92081252868594,226.93903401649425,6.353487931063936
28.0,244434.0,93.42709999188608,269.43019196187083,2.1633395403758553
29.0,263097.0,97.53675545710286,272.4581619269857,2.150717260803094
30.0,287274.0,116.1392472769867,272.4581619269857,2.150717260803094
31.0,312869.0,119.88218819096333,290.4417858780651,53.897159777414224
32.0,340843.0,134.94988711282036,305.0105216821349,3.4480473938881206
33.0,365212.0,124.65086899281576,326.7657591811524,2.288681302374215
34.0,391749.0,124.72101462268176,370.3467832752348,38.96959822126632
35.0,419035.0,125.55289965207169,478.07908536141855,12.730803978768085
36.0,445700.0,124.92770957307214,493.1110668309896,8.385504592773385
37.0,478312.0,145.12716836077732,493.1110668309896,8.385504592773385
38.0,509079.0,136.48575869549197,493.1110668309896,8.385504592773385
39.0,546680.0,154.29362958770068,493.1110668309896,8.385504592773385
40.0,578789.0,132.9475959693853,544.4856552119359,19.7487029975643
41.0,615774.0,153.91676187573378,585.0094072689758,23.845183886884406
42.0,654053.0,149.7418686378781,662.9222664536841,7.8171215671107
43.0,703958.0,194.87559345462262,729.3350906278241,31.300268095439055
44.0,750809.0,191.03018363493797,753.3484444442319,6.212135189159494
45.0,807664.0,221.56569852860542,798.8362851768665,13.208119802232272
46.0,870018.0,237.26221351690597,833.4361814731355,116.50873070668285
47.0,938630.0,256.85219328983965,880.515469681111,24.01265981611923
48.0,1006456.0,254.0357338859011,971.9430795301837,21.861848970912796
49.0,1092877.0,309.61828395723785,1071.0694905389817,21.070124594215496
50.0,1167246.0,264.17200685662317,1084.5281169114976,2.078300922204257
51.0,1249636.0,286.57487412090285,1084.5281169114976,2.078300922204257
52.0,1329050.0,285.3763257449123,1084.5281169114976,2.078300922204257
53.0,1407259.0,278.6650411097038,1178.6962734120443,8.787351709911372
54.0,1470557.0,231.52648288247516,1186.7259457646041,5.097045009716934
55.0,1538702.0,248.62523334252796,1186.7259457646041,5.097045009716934
56.0,1617634.0,288.5284850973041,1186.7259457646041,5.097045009716934
57.0,1698581.0,297.24974698364207,1186.7259457646041,5.097045009716934
58.0,1763675.0,241.29595424515793,1186.7259457646041,5.097045009716934
59.0,1837140.0,276.45991273740344,1186.7259457646041,5.097045009716934
60.0,1913973.0,282.3807381476206,1186.7259457646041,5.097045009716934
61.0,1978623.0,240.53976989306622,1186.7259457646041,5.097045009716934
62.0,2045083.0,250.85294914206224,1186.7259457646041,5.097045009716934
63.0,2121774.0,290.41310707042135,1186.7259457646041,5.097045009716934
64.0,2206400.0,317.61484476815986,1186.7259457646041,5.097045009716934
65.0,2280075.0,280.78269038279313,1186.7259457646041,5.097045009716934
66.0,2359618.0,296.53341008798725,1186.7259457646041,5.097045009716934
67.0,2452498.0,349.4348053855267,1186.7259457646041,5.097045009716934
68.0,2524320.0,281.4747187598482,1186.7259457646041,5.097045009716934
69.0,2600323.0,286.0716222017735,1186.7259457646041,5.097045009716934
70.0,2664723.0,255.50718231482645,1186.7259457646041,5.097045009716934
71.0,2739012.0,288.6343490398278,1186.7259457646041,5.097045009716934
72.0,2807551.0,268.9377788657094,1186.7259457646041,5.097045009716934
73.0,2886427.0,306.3342114149167,1194.701512378864,8.460853059250901
74.0,2952911.0,266.23191900851816,1194.701512378864,8.460853059250901
75.0,3023427.0,281.1084450192459,1194.701512378864,8.460853059250901
76.0,3095509.0,283.89911104443365,1194.701512378864,8.460853059250901
77.0,3161649.0,262.110543433861,1194.701512378864,8.460853059250901
78.0,3246467.0,321.2699986052399,1194.701512378864,8.460853059250901
79.0,3326660.0,307.6299985857884,1194.701512378864,8.460853059250901
80.0,3384786.0,234.71303315423103,1194.701512378864,8.460853059250901
81.0,3460372.0,301.911544324965,1194.701512378864,8.460853059250901
82.0,3534591.0,291.6168476197119,1194.701512378864,8.460853059250901
83.0,3604129.0,273.83225965839205,1194.701512378864,8.460853059250901
84.0,3675041.0,280.9139834272298,1208.3512809338738,2.0627055912064276
85.0,3749256.0,292.0639877249901,1200.5884196499746,6.512637820802407
86.0,3828439.0,310.499895434828,1200.5884196499746,6.512637820802407
87.0,3898130.0,281.5757186342049,1200.5884196499746,6.512637820802407
88.0,3979461.0,320.75330410563254,1200.5884196499746,6.512637820802407
89.0,4051511.0,273.1562590872979,1200.5884196499746,6.512637820802407
90.0,4121542.0,280.7295960077401,1200.5884196499746,6.512637820802407
91.0,4196982.0,299.2784254121758,1200.5884196499746,6.512637820802407
92.0,4270942.0,294.4999017429487,1200.5884196499746,6.512637820802407
93.0,4362544.0,349.00983121480624,1203.709427781261,0.22544647317879987
94.0,4435614.0,288.1560785418809,1249.601966723117,5.984195239761186
95.0,4510169.0,303.693951673283,1249.601966723117,5.984195239761186
96.0,4578703.0,267.0566199314172,1249.601966723117,5.984195239761186
97.0,4655066.0,297.7450601016024,1249.601966723117,5.984195239761186
98.0,4720567.0,255.6474033588035,1249.601966723117,5.984195239761186
99.0,4799797.0,312.6314810728678,1249.601966723117,5.984195239761186
100.0,4887783.0,348.69618158125644,1347.3245585798797,17.113552682314154
101.0,4955272.0,282.62277014817994,1352.016370641563,10.8839633754962
102.0,5024038.0,288.28210572636385,1352.016370641563,10.8839633754962
103.0,5092895.0,295.42456001599305,1366.9382000210762,54.46910064012356
104.0,5159127.0,279.34252393168623,1352.016370641563,10.8839633754962
105.0,5221223.0,252.24998428744348,1352.016370641563,10.8839633754962
106.0,5289952.0,290.7654724879212,1352.016370641563,10.8839633754962
107.0,5359125.0,288.96466379533763,1352.016370641563,10.8839633754962
108.0,5422659.0,274.880560144584,1352.016370641563,10.8839633754962
109.0,5492164.0,295.06079879208875,1352.016370641563,10.8839633754962
110.0,5560427.0,284.1449531781941,1352.016370641563,10.8839633754962
111.0,5621777.0,260.37058989889823,1352.016370641563,10.8839633754962
112.0,5683243.0,253.8802698959871,1352.016370641563,10.8839633754962
113.0,5742999.0,249.53300909370813,1451.735689497146,193.80067724059228
114.0,5810588.0,277.7142586835729,1363.860822724295,290.6650822390363
115.0,5875552.0,275.367740135236,1363.860822724295,290.6650822390363
116.0,5937169.0,270.81974362667245,1363.860822724295,290.6650822390363
117.0,5989935.0,228.81387551389562,1363.860822724295,290.6650822390363
118.0,6050023.0,257.02841343439354,1363.860822724295,290.6650822390363
119.0,6111245.0,259.18391358907473,1574.6124451886728,3.650877633977285
120.0,6175555.0,282.5384135830673,1612.6187169891325,0.5639960010632719
121.0,6233086.0,259.37903959559867,1581.1619675033683,43.181035000670406
122.0,6297656.0,300.4974498012329,1581.1619675033683,43.181035000670406
123.0,6366780.0,310.74533829088347,1581.1619675033683,43.181035000670406
124.0,6431099.0,303.20034872801307,1581.1619675033683,43.181035000670406
125.0,6500702.0,316.38705053657714,1581.1619675033683,43.181035000670406
126.0,6565837.0,314.56808413755766,1581.1619675033683,43.181035000670406
127.0,6626180.0,286.19811464307907,1581.1619675033683,43.181035000670406
128.0,6685772.0,291.76162891539195,1581.1619675033683,43.181035000670406
129.0,6736291.0,250.29985998485841,1581.1619675033683,43.181035000670406
130.0,6785346.0,236.2935009773204,1581.1619675033683,43.181035000670406
131.0,6838383.0,263.40721074316895,1581.1619675033683,43.181035000670406
132.0,6897004.0,274.13447613623464,1581.1619675033683,43.181035000670406
133.0,6954893.0,264.3730823731225,1581.1619675033683,43.181035000670406
134.0,7015290.0,280.9755223751233,1581.1619675033683,43.181035000670406
135.0,7079894.0,316.23436121456996,1728.2974764799073,583.6319493130766
136.0,7134548.0,269.67119683990114,1629.563149767169,450.7696008915427
137.0,7189313.0,275.41000698969873,1629.563149767169,450.7696008915427
138.0,7241287.0,262.3409939354198,1629.563149767169,450.7696008915427
139.0,7289963.0,245.0857946786413,1629.563149767169,450.7696008915427
140.0,7356684.0,332.79629155572184,1629.563149767169,450.7696008915427
141.0,7419355.0,304.1150745411501,1629.563149767169,450.7696008915427
142.0,7476414.0,261.5361180015359,1629.563149767169,450.7696008915427
143.0,7530547.0,276.28037778328917,1629.563149767169,450.7696008915427
144.0,7588758.0,287.32206075035316,1629.563149767169,450.7696008915427
145.0,7641842.0,268.0063083167636,1629.563149767169,450.7696008915427
146.0,7704195.0,306.78861492139066,1629.563149767169,450.7696008915427
147.0,7755115.0,256.25373470857807,1629.563149767169,450.7696008915427
148.0,7816990.0,297.53316370269795,1629.563149767169,450.7696008915427
149.0,7865616.0,243.09195358208467,1629.563149767169,450.7696008915427
150.0,7922292.0,274.7098361804616,1629.563149767169,450.7696008915427
151.0,7985951.0,314.57858787570774,1629.563149767169,450.7696008915427
152.0,8047414.0,316.84656521522334,2047.1972927793533,285.6033558765997
153.0,8099192.0,272.4599838905548,2047.1972909297185,285.6033545915148
154.0,8152087.0,275.1723536975055,2047.1972909297185,285.6033545915148
155.0,8199035.0,255.14235565271534,2047.1972909297185,285.6033545915148
156.0,8253800.0,294.4584938728809,2048.762058175274,21.75644308675489
157.0,8303429.0,261.1629762352526,2047.1972909297185,285.6033545915148
158.0,8360512.0,297.46904627656534,2047.1972909297185,285.6033545915148
159.0,8413761.0,299.69091979567025,2047.1972909297185,285.6033545915148
160.0,8463320.0,273.157321087162,2047.1972909297185,285.6033545915148
161.0,8513381.0,276.117490535102,2047.1972909297185,285.6033545915148
162.0,8573138.0,317.3592185001228,2047.1972909297185,285.6033545915148
163.0,8627905.0,303.90867918813456,2291.514595267697,50.326347230728636
164.0,8679818.0,288.41795901229597,2291.514595267697,50.326347230728636
165.0,8724985.0,259.7927721005732,2291.514595267697,50.326347230728636
166.0,8777174.0,294.83620280759345,2291.514595267697,50.326347230728636
167.0,8834170.0,321.9489782237409,2291.514595267697,50.326347230728636
168.0,8877823.0,267.5856274548099,2291.514595267697,50.326347230728636
169.0,8927099.0,286.110394150716,2291.514595267697,50.326347230728636
170.0,8984438.0,363.4787222606922,2291.514595267697,50.326347230728636
171.0,9039388.0,339.295847365059,2291.514595267697,50.326347230728636
172.0,9090570.0,329.5634289282327,2291.514595267697,50.326347230728636
173.0,9140772.0,322.9771984262128,2291.514595267697,50.326347230728636
174.0,9194288.0,326.51057727333824,2291.514595267697,50.326347230728636
175.0,9247555.0,346.35576380102225,2535.629311412087,21.219278596530604
176.0,9299864.0,352.5975079749385,2535.629311412087,21.219278596530604
177.0,9350842.0,329.899384045572,2535.629311412087,21.219278596530604
178.0,9399306.0,322.02639611863674,2535.629311412087,21.219278596530604
179.0,9457234.0,353.15372270843227,2535.629311412087,21.219278596530604
180.0,9524214.0,396.40203055041655,2535.629311412087,21.219278596530604
181.0,9573849.0,332.4871058405707,2535.629311412087,21.219278596530604
182.0,9618671.0,292.3896302741227,2535.629311412087,21.219278596530604
183.0,9675351.0,378.0053818611629,2535.629311412087,21.219278596530604
184.0,9733903.0,363.00898469592926,2535.629311412087,21.219278596530604
185.0,9785015.0,319.9236424437119,2535.629311412087,21.219278596530604
186.0,9837725.0,338.7854957272218,2535.629311412087,21.219278596530604
187.0,9888116.0,328.83429631606487,2535.629311412087,21.219278596530604
188.0,9941751.0,347.5349997929957,2535.629311412087,21.219278596530604
189.0,9999703.0,374.7468700708303,2535.629311412087,21.219278596530604
190.0,10053360.0,352.719931351248,2535.629311412087,21.219278596530604
191.0,10106182.0,357.46762419079766,2535.629311412087,21.219278596530604
192.0,10164497.0,372.5119895479818,2535.629311412087,21.219278596530604
193.0,10216232.0,337.65582547261334,2535.629311412087,21.219278596530604
194.0,10272211.0,370.5357531197328,2535.629311412087,21.219278596530604
195.0,10322236.0,336.14554048747493,2535.629311412087,21.219278596530604
196.0,10381225.0,385.77275993680433,2535.629311412087,21.219278596530604
197.0,10434408.0,358.7622863843788,2535.629311412087,21.219278596530604
198.0,10493310.0,397.7388767452267,2535.629311412087,21.219278596530604
199.0,10541643.0,319.38658169942227,2535.629311412087,21.219278596530604
200.0,10591323.0,333.730331599919,2535.629311412087,21.219278596530604
201.0,10643746.0,350.4455819150335,2535.629311412087,21.219278596530604
202.0,10691359.0,325.07679477904543,2535.629311412087,21.219278596530604
203.0,10744776.0,353.76452129965975,2535.629311412087,21.219278596530604
204.0,10796378.0,354.43524937726374,2535.629311412087,21.219278596530604
205.0,10847497.0,342.24989933026956,2535.629311412087,21.219278596530604
206.0,10898238.0,357.1394934393477,2535.629311412087,21.219278596530604
207.0,10947152.0,330.53821605813323,2535.629311412087,21.219278596530604
208.0,11003866.0,389.2996554867574,2535.629311412087,21.219278596530604
209.0,11057912.0,370.0514918563731,2535.629311412087,21.219278596530604
210.0,11116161.0,400.8658426409858,2535.629311412087,21.219278596530604
211.0,11163120.0,330.8046064603992,2535.629311412087,21.219278596530604
212.0,11217630.0,368.85222463784737,2535.629311412087,21.219278596530604
213.0,11270515.0,369.04293735845795,2535.629311412087,21.219278596530604
214.0,11320786.0,342.5918956222465,2535.629311412087,21.219278596530604
215.0,11373121.0,351.53781353152283,2535.629311412087,21.219278596530604
216.0,11420480.0,321.6714122474732,2535.629311412087,21.219278596530604
217.0,11472288.0,342.88308469136194,2535.629311412087,21.219278596530604
218.0,11527174.0,361.55341479019626,2535.629311412087,21.219278596530604
219.0,11577710.0,342.99404246478304,2535.629311412087,21.219278596530604
220.0,11627162.0,337.70909525540776,2535.629311412087,21.219278596530604
221.0,11676904.0,335.1749673047259,2535.629311412087,21.219278596530604
222.0,11726977.0,329.2528830313245,2535.629311412087,21.219278596530604
223.0,11777309.0,328.6045784918499,2535.629311412087,21.219278596530604
224.0,11834641.0,371.0619266886832,2535.629311412087,21.219278596530604
225.0,11881952.0,319.087721053632,2535.629311412087,21.219278596530604
226.0,11931392.0,333.04620578441063,2535.629311412087,21.219278596530604
227.0,11987975.0,389.1180345077389,2535.629311412087,21.219278596530604
228.0,12044559.0,392.13980011713517,2535.629311412087,21.219278596530604
229.0,12092195.0,328.04522950513166,2535.629311412087,21.219278596530604
230.0,12153699.0,401.8009279779302,2535.629311412087,21.219278596530604
231.0,12202911.0,330.75205007017496,2535.629311412087,21.219278596530604
232.0,12279481.0,511.7847129968397,2535.629311412087,21.219278596530604
233.0,12344112.0,422.6043746687754,2535.629311412087,21.219278596530604
234.0,12398364.0,375.10463650391176,2535.629311412087,21.219278596530604
235.0,12452695.0,374.17551094451346,2535.629311412087,21.219278596530604
236.0,12509927.0,395.79454936419535,2535.629311412087,21.219278596530604
237.0,12564036.0,371.86364788592766,2535.629311412087,21.219278596530604
238.0,12612800.0,347.123502170776,2535.629311412087,21.219278596530604
239.0,12669340.0,356.4104465493476,2535.629311412087,21.219278596530604
240.0,12723685.0,372.0775312613875,2535.629311412087,21.219278596530604
241.0,12779792.0,381.12088423015865,2535.629311412087,21.219278596530604
242.0,12832489.0,369.77201706119274,2535.629311412087,21.219278596530604
243.0,12890393.0,380.8477595060277,2535.629311412087,21.219278596530604
244.0,12947439.0,379.30110849740436,2535.629311412087,21.219278596530604
245.0,13009887.0,432.71986411848223,2535.629311412087,21.219278596530604
246.0,13068447.0,385.4607381824783,2535.629311412087,21.219278596530604
247.0,13117672.0,343.4376274053138,2535.629311412087,21.219278596530604
248.0,13178234.0,414.774791791879,2535.629311412087,21.219278596530604
249.0,13229262.0,355.84041123743475,2535.629311412087,21.219278596530604
250.0,13280173.0,354.3977807671617,2535.629311412087,21.219278596530604
251.0,13347441.0,457.2638968728364,2535.629311412087,21.219278596530604
252.0,13401874.0,385.6087643301287,2535.629311412087,21.219278596530604
253.0,13451410.0,344.34387388051056,2535.629311412087,21.219278596530604
254.0,13495942.0,312.11137312694586,2535.629311412087,21.219278596530604
255.0,13552904.0,384.32495537516013,2535.629311412087,21.219278596530604
256.0,13603788.0,354.8591517808702,2535.629311412087,21.219278596530604
257.0,13660946.0,389.65799162527526,2535.629311412087,21.219278596530604
258.0,13709006.0,334.60194132615766,2535.629311412087,21.219278596530604
259.0,13761174.0,358.80878860043117,2535.629311412087,21.219278596530604
260.0,13815636.0,370.38537968891933,2535.629311412087,21.219278596530604
261.0,13863350.0,337.7851777511338,2535.629311412087,21.219278596530604
262.0,13910719.0,332.2742311484863,2535.629311412087,21.219278596530604
263.0,13957845.0,337.74717216203857,2535.629311412087,21.219278596530604
264.0,14003134.0,321.42567977362177,2535.629311412087,21.219278596530604
265.0,14049135.0,331.1115741061023,2535.629311412087,21.219278596530604
266.0,14106054.0,386.03306874307253,2535.629311412087,21.219278596530604
267.0,14154417.0,339.5426231007449,2535.629311412087,21.219278596530604
268.0,14204148.0,346.6023156369445,2535.629311412087,21.219278596530604
269.0,14255667.0,368.12261363846824,2535.629311412087,21.219278596530604
270.0,14314827.0,402.78583162445824,2535.629311412087,21.219278596530604
271.0,14366785.0,362.39395031967035,2535.629311412087,21.219278596530604
272.0,14423318.0,406.33648635800694,2535.629311412087,21.219278596530604
273.0,14477178.0,364.9724182057068,2535.629311412087,21.219278596530604
274.0,14524738.0,337.88711873982953,2535.629311412087,21.219278596530604
275.0,14575881.0,360.14420504044085,2535.629311412087,21.219278596530604
276.0,14627695.0,365.5927999680905,2535.629311412087,21.219278596530604
277.0,14677798.0,352.0546881970762,2535.629311412087,21.219278596530604
278.0,14724843.0,332.60316753316897,2535.629311412087,21.219278596530604
279.0,14772123.0,335.5743741188248,2535.629311412087,21.219278596530604
280.0,14817228.0,326.8056436707868,2535.629311412087,21.219278596530604
281.0,14868640.0,350.9729863711155,2535.629311412087,21.219278596530604
282.0,14921283.0,378.0397408638682,2535.629311412087,21.219278596530604
283.0,14967696.0,316.3195393772563,2535.629311412087,21.219278596530604
284.0,15021570.0,379.1161269550189,2535.629311412087,21.219278596530604
285.0,15078336.0,392.7207762335004,2535.629311412087,21.219278596530604
286.0,15132264.0,377.609152338098,2535.629311412087,21.219278596530604
287.0,15187102.0,382.57387649917376,2535.629311412087,21.219278596530604
288.0,15235610.0,342.59687642747355,2535.629311412087,21.219278596530604
289.0,15287116.0,356.45382396334105,2535.629311412087,21.219278596530604
290.0,15337206.0,355.48780430848046,2535.629311412087,21.219278596530604
291.0,15390549.0,355.876203030225,2535.629311412087,21.219278596530604
292.0,15443440.0,379.28586497319185,2535.629311412087,21.219278596530604
293.0,15489493.0,321.7581802409243,2535.629311412087,21.219278596530604
294.0,15544851.0,383.2585815001373,2535.629311412087,21.219278596530604
295.0,15589902.0,319.4753214072462,2535.629311412087,21.219278596530604
296.0,15636334.0,334.256049017964,2535.629311412087,21.219278596530604
297.0,15688614.0,349.344047754233,2535.629311412087,21.219278596530604
298.0,15737637.0,343.1874734106711,2535.629311412087,21.219278596530604
299.0,15786727.0,347.2977681499566,2535.629311412087,21.219278596530604
300.0,15835513.0,350.53234667660683,2535.629311412087,21.219278596530604
301.0,15883297.0,342.25741776319575,2535.629311412087,21.219278596530604
302.0,15938985.0,382.5537736906327,2535.629311412087,21.219278596530604
303.0,15988181.0,348.3262718615375,2535.629311412087,21.219278596530604
304.0,16048753.0,403.8105592826487,2535.629311412087,21.219278596530604
305.0,16100618.0,360.4313182439084,2535.629311412087,21.219278596530604
306.0,16153856.0,386.3229153977443,2535.629311412087,21.219278596530604
307.0,16205060.0,371.999356691438,2535.629311412087,21.219278596530604
308.0,16254103.0,343.41333229619215,2535.629311412087,21.219278596530604
309.0,16302014.0,347.63447265119845,2535.629311412087,21.219278596530604
310.0,16353028.0,364.75997788870734,2535.629311412087,21.219278596530604
311.0,16402422.0,347.89027200859016,2535.629311412087,21.219278596530604
312.0,16453577.0,372.1072182016445,2535.629311412087,21.219278596530604
313.0,16505305.0,369.17563062763315,2535.629311412087,21.219278596530604
314.0,16557422.0,375.2832728338971,2535.629311412087,21.219278596530604
315.0,16609812.0,365.41274226667514,2535.629311412087,21.219278596530604
316.0,16662170.0,377.4848884503998,2535.629311412087,21.219278596530604
317.0,16713919.0,366.42913784388975,2535.629311412087,21.219278596530604
318.0,16767601.0,374.5359678464285,2535.629311412087,21.219278596530604
319.0,16831411.0,420.719006994874,2535.629311412087,21.219278596530604
320.0,16881313.0,370.3765326796716,2535.629311412087,21.219278596530604
321.0,16925479.0,318.3146556122418,2535.629311412087,21.219278596530604
322.0,16976195.0,374.2460521551272,2535.629311412087,21.219278596530604
323.0,17033175.0,399.3184960836807,2535.629311412087,21.219278596530604
324.0,17080611.0,332.7221195033133,2535.629311412087,21.219278596530604
325.0,17129530.0,348.36543353589144,2535.629311412087,21.219278596530604
326.0,17176481.0,332.48844739480126,2535.629311412087,21.219278596530604
327.0,17235470.0,418.0006305198416,2535.629311412087,21.219278596530604
328.0,17287823.0,357.3969407345555,2535.629311412087,21.219278596530604
329.0,17339737.0,373.6349899310654,2535.629311412087,21.219278596530604
330.0,17384626.0,330.53828884080707,2535.629311412087,21.219278596530604
331.0,17440251.0,392.10770925861164,2535.629311412087,21.219278596530604
332.0,17490417.0,362.78402294894835,2535.629311412087,21.219278596530604
333.0,17549246.0,411.19292131795294,2535.629311412087,21.219278596530604
334.0,17607550.0,409.3830710546751,2535.629311412087,21.219278596530604
335.0,17656043.0,346.01646939807944,2535.629311412087,21.219278596530604
336.0,17707847.0,362.30374323676887,2535.629311412087,21.219278596530604
337.0,17757985.0,347.6056049417421,2535.629311412087,21.219278596530604
338.0,17819533.0,442.6051727046464,2535.629311412087,21.219278596530604
339.0,17870071.0,370.9799009134369,2535.629311412087,21.219278596530604
340.0,17922344.0,365.10488567722064,2535.629311412087,21.219278596530604
